id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
106640201,Sat Feb 12 2022 14:36:38 GMT-0800 (PST),2022-02-12,2022-02-13 00:36:38 UTC,Hawaii,500327,jmhulbert,2022-02-12 23:42:04 UTC,2022-02-13 04:21:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/106640201,https://inaturalist-open-data.s3.amazonaws.com/photos/179214128/medium.jpg,,"","",0,0,false,3,"Anacortes, WA, US",48.48003,-122.61792,11,,,,11,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,05,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,Yes (please identify other species in notes),No selection,120,No Selection,Bigleaf maple affected by sooty bark disease
106897907,2022-02-13 14:25:41,2022-02-13,2022-02-13 14:25:41 UTC,UTC,5293028,angela_mabel,2022-02-17 03:49:41 UTC,2022-03-16 22:16:52 UTC,research,,https://www.inaturalist.org/observations/106897907,https://static.inaturalist.org/photos/179680604/medium.jpeg,,"",,1,0,false,2,"Renton, WA 98055, USA",47.4360359989,-122.1864119545,16,,,,16,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Yes (please include photo),"Healthy, no dieback(0%)",0,0,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),No Selection,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,,,
106897926,2022-02-13 14:40:34,2022-02-13,2022-02-13 14:40:34 UTC,UTC,5293028,angela_mabel,2022-02-17 03:50:42 UTC,2022-03-17 01:34:13 UTC,needs_id,,https://www.inaturalist.org/observations/106897926,https://static.inaturalist.org/photos/179680681/medium.jpeg,,"",,1,0,false,2,"Morning Glen, Cascade-Fairwood, WA, USA",47.440528193,-122.1927345917,13,,,,13,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",0,,No,,,,,,,,,,,,,
106897952,2022-02-13 14:48:06,2022-02-13,2022-02-13 14:48:06 UTC,UTC,5293028,angela_mabel,2022-02-17 03:51:36 UTC,2022-03-17 01:32:16 UTC,casual,,https://www.inaturalist.org/observations/106897952,https://static.inaturalist.org/photos/179680759/medium.jpeg,,"",,1,0,true,2,"Renton, WA 98055, USA",47.4349676036,-122.2049205378,11,,,,11,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Yes (please include photo),"Healthy, no dieback(0%)",0,,No,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,,Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Area is flat (e.g. field),No,This is the first time I have seen this tree,,,
106947543,Thu Feb 17 2022 16:01:49 GMT-0800 (PST),2022-02-17,2022-02-18 00:01:49 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-18 00:08:20 UTC,2022-02-18 20:22:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106947543,https://inaturalist-open-data.s3.amazonaws.com/photos/179773196/medium.jpg,,"",1% dieback (tree ID number 17),1,0,false,3,"Dayton Ave N, Seattle, WA, US",47.73358,-122.35298,13,,,,13,,open,false,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,35,Yes,""
106948874,Thu Feb 17 2022 16:17:35 GMT-0800 (PST),2022-02-17,2022-02-18 00:17:35 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-18 00:40:44 UTC,2022-02-18 20:25:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106948874,https://inaturalist-open-data.s3.amazonaws.com/photos/179775869/medium.jpg,,"","",1,0,false,3,"Seventh Ave NW, Seattle, WA, US",47.7241833333,-122.3651366667,65,,,,65,,open,false,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,1-29% of the canopy is unhealthy,0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,20,Yes,""
106949198,Thu Feb 17 2022 16:41:04 GMT-0800 (PST),2022-02-17,2022-02-18 00:41:04 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-18 00:47:35 UTC,2022-02-18 20:27:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106949198,https://inaturalist-open-data.s3.amazonaws.com/photos/179777267/medium.jpg,,"","",1,0,false,3,"19th Ave NW, Seattle, WA, US",47.6985166667,-122.3808416667,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,20,Yes,""
106950175,Thu Feb 17 2022 16:55:14 GMT-0800 (PST),2022-02-17,2022-02-18 00:55:14 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-18 01:07:03 UTC,2022-02-18 20:29:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106950175,https://inaturalist-open-data.s3.amazonaws.com/photos/179778669/medium.jpg,,"","",1,0,false,3,"16th Ave NW, Seattle, WA, US",47.6888416667,-122.3779333333,65,,,,65,,open,false,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,No,This is the first time I have seen this tree,20,No Selection,""
107016087,Sat Feb 12 2022 14:29:35 GMT-0800 (PST),2022-02-12,2022-02-12 22:29:35 UTC,Pacific Time (US & Canada),4037254,michelleagne,2022-02-19 04:16:14 UTC,2022-02-19 05:52:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107016087,https://inaturalist-open-data.s3.amazonaws.com/photos/179903896/medium.jpg,,"","",1,0,false,3,"San Juan Islands Sculpture Park, Friday Harbor, WA, US",48.6105416667,-123.1458805,4,,,,4,,open,false,,,,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,No,60-99% of the canopy is unhealthy,4-6,100,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,Not sure,Area is flat (e.g. field),No selection,No selection,30,Yes,""
107155360,Sun Feb 20 2022 15:46:48 GMT-0800 (PST),2022-02-20,2022-02-20 23:46:48 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,2022-02-21 02:05:16 UTC,2022-02-26 04:28:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107155360,https://inaturalist-open-data.s3.amazonaws.com/photos/180166576/medium.jpg,,"",Many healthy Redcedar in this area that receives only 14 inches of rain per year. Drive up was almost constant dead or dying redcedar ,2,0,false,3,"Sequim, WA, US",48.1425805,-123.18508,13,,,,13,,open,false,,,,Clallam,Washington,United States,Washington,Clallam,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",2-3,5,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",No Selection,Tree does not typically have access to water in summer,Area is flat (e.g. field),No selection,No selection,"",No Selection,""
107195334,Sun Feb 20 2022 15:36:56 GMT-0800 (PST),2022-02-20,2022-02-20 23:36:56 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,2022-02-21 18:21:02 UTC,2022-02-21 23:11:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107195334,https://inaturalist-open-data.s3.amazonaws.com/photos/180242779/medium.jpg,,"","",1,0,false,3,"Sequim, WA, US",48.1439778333,-123.185775,26,,,,26,,open,false,,,,Clallam,Washington,United States,Washington,Clallam,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",0,"",Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",No Selection,Tree does not typically have access to water in summer,No selection,No selection,No selection,"",No Selection,""
107220192,Mon Feb 21 2022 13:52:40 GMT-0800 (PST),2022-02-21,2022-02-21 21:52:40 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 00:40:57 UTC,2022-02-26 06:31:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107220192,https://inaturalist-open-data.s3.amazonaws.com/photos/180288436/medium.jpg,,"","",1,0,false,3,"N 41st St, Seattle, WA, US",47.65638,-122.3561866667,4,,,,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,Evidence of soil compaction,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,No,This is the first time I have seen this tree,45,Yes,This tree was hard to reach! Sorry for the bad pictures.
107220272,Mon Feb 21 2022 14:05:24 GMT-0800 (PST),2022-02-21,2022-02-21 22:05:24 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 00:42:09 UTC,2022-02-22 01:33:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107220272,https://inaturalist-open-data.s3.amazonaws.com/photos/180288622/medium.jpg,,"","",1,0,false,3,"Palatine Ave N, Seattle, WA, US",47.6603283333,-122.356095,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,1-29% of the canopy is unhealthy,0,0,No,Evidence of soil compaction,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,No,This is the first time I have seen this tree,20,Yes,
107220490,Mon Feb 21 2022 14:13:29 GMT-0800 (PST),2022-02-21,2022-02-21 22:13:29 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 00:43:36 UTC,2022-02-22 01:33:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107220490,https://inaturalist-open-data.s3.amazonaws.com/photos/180288816/medium.jpg,,"","",1,0,false,3,"5th Ave NW, Seattle, WA, US",47.6602133333,-122.3629216667,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,Evidence of soil compaction,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,20,Yes,
107223818,Mon Feb 21 2022 15:09:12 GMT-0800 (PST),2022-02-21,2022-02-21 23:09:12 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 01:33:25 UTC,2022-02-22 06:46:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107223818,https://inaturalist-open-data.s3.amazonaws.com/photos/180294936/medium.jpg,,"","",1,0,false,3,"Corliss Ave N, Seattle, WA, US",47.68443,-122.3303533333,14,,,,14,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,1-29% of the canopy is unhealthy,0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,This is the first time I have seen this tree,20,Yes,
107224461,Mon Feb 21 2022 15:32:08 GMT-0800 (PST),2022-02-21,2022-02-21 23:32:08 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 01:44:26 UTC,2022-03-02 02:14:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107224461,https://inaturalist-open-data.s3.amazonaws.com/photos/180296329/medium.jpg,,"","",1,0,false,3,"NE 86th St, Seattle, WA, US",47.6912083333,-122.302345,14,,,,14,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',No,30-59% of the canopy is unhealthy,0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Other,Tree has access to water year round (watered in summer or near permanent water source),Lower slope,No,This is the first time I have seen this tree,30,Yes,
107224666,2022-02-20 11:28:51,2022-02-20,2022-02-20 11:28:51 UTC,UTC,5293028,angela_mabel,2022-02-22 01:48:15 UTC,2022-03-17 01:26:39 UTC,research,,https://www.inaturalist.org/observations/107224666,https://static.inaturalist.org/photos/180296894/medium.jpeg,,"","0% of canopy is above pavement. Signs of heat damage on tips of needles closer to the street, on the bottom half of the tree. Crown appears to be thinning.",1,0,false,2,"East Renton Highlands, WA, USA",47.50417444,-122.14826208,6,,,,6,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Yes (please include photo),"Healthy, no dieback(0%)",0,0,Not sure,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Urban,Roadside,"Medium (moderately used trails, etc)",,Tree does not typically have access to water in summer,Top of slope,,This is the first time I have seen this tree,,,
107224907,Mon Feb 21 2022 15:34:36 GMT-0800 (PST),2022-02-21,2022-02-21 23:34:36 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 01:52:15 UTC,2022-02-22 06:46:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107224907,https://inaturalist-open-data.s3.amazonaws.com/photos/180297431/medium.jpg,,"","",1,0,false,3,"NE 86th St, Seattle, WA, US",47.6911866667,-122.3025283333,14,,,,14,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,No,This is the first time I have seen this tree,25,Yes,
107225052,2022-02-20 11:37:59,2022-02-20,2022-02-20 11:37:59 UTC,UTC,5293028,angela_mabel,2022-02-22 01:54:02 UTC,2022-03-17 01:24:10 UTC,research,,https://www.inaturalist.org/observations/107225052,https://static.inaturalist.org/photos/180297674/medium.jpeg,,"","Signs of heat damage on needles, on all sides and heights of tree, thinning canopy, and extra cone crop",1,0,false,2,"East Renton Highlands, WA, USA",47.50416687,-122.14647305,7,,,,7,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Yes (please include photo),30-59% of the canopy is unhealthy,0,,"Yes (please elaborate in Notes, add Picture if possible)","Needle or leaf disease (dieback, checking, blight, etc.)",Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,,,Thinning canopy and extra cone crop
107225684,2022/02/21 2:30 PM PST,2022-02-21,2022-02-21 22:30:00 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-22 02:04:41 UTC,2022-02-24 22:34:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/107225684,https://inaturalist-open-data.s3.amazonaws.com/photos/180298685/medium.jpg,,"",,3,0,true,,"Sunset Hill, Seattle, WA, USA",47.6675838,-122.4003124,,,,,,,open,false,,,,King,Washington,United States,Washington,King,"Cypresses, Cedars, Junipers, and Allies",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,Branch Dieback or 'Flagging',No,1-29% of the canopy is unhealthy,0,0,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,20,Yes,
